CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
1 CLINIC AESTHETICS LTD,11421515,,,"1, IBBOTTSON STREET",WAKEFIELD,WAKEFIELD,UNITED KINGDOM,UNITED KINGDOM,WF1 5BH,Private Limited Company,Active,United Kingdom,,19-06-2018,31,10,31-07-2023,31-10-2021,MICRO ENTITY,17-07-2019,,0,0,0,0,85590 - Other education n.e.c.,86220 - Specialists medical practice activities,94120 - Activities of professional membership organizations,96020 - Hairdressing and other beauty treatment,0,0,http://business.data.gov.uk/id/company/11421515,,,,,,,,,,,,,,,,,,,,,04-08-2023,21-07-2022
1 DOLLAR SHOP LTD,14156007,,,317 HIGH ROAD,,ROMFORD,,ENGLAND,RM6 6AX,Private Limited Company,Active,United Kingdom,,07-06-2022,30,6,07-03-2024,,NO ACCOUNTS FILED,05-07-2023,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/14156007,,,,,,,,,,,,,,,,,,,,,20-06-2023,
1 INVESTMENTS GROUP LIMITED,12409081,,,1 PAVILLION SQUARE,CRICKETERS WAY,BOLTON,,ENGLAND,BL5 3AJ,Private Limited Company,Active,United Kingdom,,17-01-2020,30,4,31-01-2024,30-04-2022,TOTAL EXEMPTION FULL,14-02-2021,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/12409081,,,,,,,,,,,,,,,,,,,,,30-01-2023,16-01-2022
1 JET TRAINING LIMITED,11562467,,,8 VERNON STREET,,DERBY,,UNITED KINGDOM,DE1 1FR,Private Limited Company,Active,United Kingdom,,11-09-2018,30,9,30-06-2023,30-09-2021,MICRO ENTITY,09-10-2019,,0,0,0,0,85590 - Other education n.e.c.,96090 - Other service activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/11562467,,,,,,,,,,,,,,,,,,,,,24-09-2023,10-09-2022
1 KINGS DENTAL LTD,14242419,,,DARNELLS ACCOUNTANTS QUAY HOUSE,QUAY ROAD,NEWTON ABBOT,,ENGLAND,TQ12 2BU,Private Limited Company,Active,United Kingdom,,19-07-2022,31,7,19-04-2024,,NO ACCOUNTS FILED,16-08-2023,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/14242419,,,,,,,,,,,,,,,,,,,,,01-08-2023,
1 MOVE AWAY LIMITED,14022924,,,6 OXFORD CLOSE,,MITCHAM,SURREY,UNITED KINGDOM,CR4 1DY,Private Limited Company,Active,United Kingdom,,04-04-2022,30,4,04-01-2024,,NO ACCOUNTS FILED,02-05-2023,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/14022924,,,,,,,,,,,,,,,,,,,,,17-04-2023,
1 RAPID CLINICS LTD,13089797,,,1 KINGS AVENUE,WINCHMORE HILL,LONDON,,,N21 3NA,Private Limited Company,Liquidation,United Kingdom,,18-12-2020,31,12,18-09-2022,,NO ACCOUNTS FILED,15-01-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13089797,02-02-2021,RAPID CLINICS LTD,,,,,,,,,,,,,,,,,,,30-08-2023,16-08-2022
1 RESIDENTIAL LIMITED,8862193,,,27 OLD GLOUCESTER STREET,,LONDON,,UNITED KINGDOM,WC1N 3AX,Private Limited Company,Active,United Kingdom,,27-01-2014,30,1,30-10-2023,30-01-2022,MICRO ENTITY,24-02-2017,27-01-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/08862193,,,,,,,,,,,,,,,,,,,,,10-02-2023,27-01-2022
1 STEP IN TIME LIMITED,12461728,,,14 MARINERS WAY,,GRAVESEND,,ENGLAND,DA11 9EP,Private Limited Company,Active,United Kingdom,,13-02-2020,29,2,28-02-2023,28-02-2021,MICRO ENTITY,13-03-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12461728,,,,,,,,,,,,,,,,,,,,,26-02-2023,12-02-2022
1 STOP COVID SHOP LTD,SC696770,,,EDINBURGH HOUSE SUITE 324B EDINBURGH HOUSE,EAST KILBRIDE,GLASGOW,,SCOTLAND,G74 1LF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,26-04-2021,30,4,26-01-2023,,NO ACCOUNTS FILED,24-05-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC696770,,,,,,,,,,,,,,,,,,,,,09-05-2023,25-04-2022
1 STOP HSE TRAINING LIMITED,8998497,,,20 PLEASUREWOOD CLOSE,,LOWESTOFT,SUFFOLK,,NR32 4NR,Private Limited Company,Active,United Kingdom,,15-04-2014,30,4,31-01-2023,30-04-2021,TOTAL EXEMPTION FULL,13-05-2017,15-04-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08998497,,,,,,,,,,,,,,,,,,,,,03-05-2023,19-04-2022
1 STOP LETTINGS (ABER) LIMITED,7588537,,,22 TERRACE ROAD,,ABERYSTWYTH,CEREDIGION,,SY23 1NP,Private Limited Company,Active,United Kingdom,,01-04-2011,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,29-04-2017,01-04-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/07588537,,,,,,,,,,,,,,,,,,,,,18-12-2022,04-12-2021
1 STOP PROPERTIES (GLASGOW) LIMITED,SC278997,,,2 WOODSIDE PLACE,,GLASGOW,,SCOTLAND,G3 7QF,Private Limited Company,Active,United Kingdom,,27-01-2005,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,24-02-2017,27-01-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/SC278997,,,,,,,,,,,,,,,,,,,,,10-02-2023,27-01-2022
1 TO 1 ACADEMY LTD,12643140,,,3 HOPEWELL CLOSE,CHAFFORD HUNDRED,GRAYS,,ENGLAND,RM16 6EL,Private Limited Company,Active,United Kingdom,,03-06-2020,30,6,31-03-2023,30-06-2021,MICRO ENTITY,01-07-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12643140,,,,,,,,,,,,,,,,,,,,,16-06-2023,02-06-2022
1 TO TRAIN LTD,8136362,,,"ALAN SCOTT TRAINING SERVICES SUITE EIGHT,","6 KINGSWAY NORTH, TVTE",GATESHEAD,TYNE AND WEAR,UNITED KINGDOM,NE11 0NE,Private Limited Company,Active,United Kingdom,,10-07-2012,31,7,30-04-2023,31-07-2021,DORMANT,07-08-2016,10-07-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08136362,,,,,,,,,,,,,,,,,,,,,26-03-2023,12-03-2022
1 TRAINING INTERNATIONAL LTD,10489121,,,THE CLUBHOUSE HOLBORN,20 ST. ANDREW STREET,LONDON,,ENGLAND,EC4A 3AG,Private Limited Company,Active,United Kingdom,,21-11-2016,31,3,31-12-2022,31-03-2021,MICRO ENTITY,19-12-2017,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/10489121,,,,,,,,,,,,,,,,,,,,,04-12-2022,20-11-2021
1 VUE LIMITED,SC594310,,,4 WEST HEATHER ROAD,,INVERNESS,,UNITED KINGDOM,IV2 4WS,Private Limited Company,Active,United Kingdom,,13-04-2018,30,4,31-01-2024,30-04-2022,TOTAL EXEMPTION FULL,11-05-2019,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/SC594310,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
1 WORLD IMPEX LTD,12462436,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,13-02-2020,29,2,30-11-2022,28-02-2021,DORMANT,13-03-2021,,0,0,0,0,"46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks","46370 - Wholesale of coffee, tea, cocoa and spices",46900 - Non-specialised wholesale trade,47910 - Retail sale via mail order houses or via Internet,0,0,http://business.data.gov.uk/id/company/12462436,,,,,,,,,,,,,,,,,,,,,26-02-2023,12-02-2022
1-9 RESOURCES LTD,10766936,,,18 LODORE GROVE,,MIDDLESBROUGH,,ENGLAND,TS5 8PB,Private Limited Company,Active,United Kingdom,,12-05-2017,31,5,28-02-2023,31-05-2021,MICRO ENTITY,09-06-2018,,0,0,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/10766936,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
1-OF LTD,12964455,,,12A SANDY LANE,CHURCH CROOKHAM,FLEET,,ENGLAND,GU52 8BF,Private Limited Company,Active,United Kingdom,,21-10-2020,31,10,31-07-2023,31-10-2021,DORMANT,18-11-2021,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/12964455,,,,,,,,,,,,,,,,,,,,,14-11-2023,31-10-2022
1.2.1 HOUSES LIMITED,13541214,,,7 ASHDOWN GROVE,,WALSALL,,ENGLAND,WS2 8BG,Private Limited Company,Active,United Kingdom,,30-07-2021,31,7,30-04-2023,,NO ACCOUNTS FILED,27-08-2022,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13541214,,,,,,,,,,,,,,,,,,,,,26-08-2023,12-08-2022
1.2.3. SOLEIL,6960170,,,16 ASHLEY PARK,,MAIDENHEAD,,ENGLAND,SL6 8EZ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,13-07-2009,31,7,30-04-2023,31-07-2021,TOTAL EXEMPTION FULL,10-08-2016,13-07-2015,0,0,0,0,85200 - Primary education,85310 - General secondary education,,,0,0,http://business.data.gov.uk/id/company/06960170,,,,,,,,,,,,,,,,,,,,,13-07-2023,29-06-2022
10 BUSINESS GROUP LTD,12411474,,,17 SHOEBURY ROAD,,LONDON,,,E6 2AQ,Private Limited Company,Active,United Kingdom,,20-01-2020,31,1,31-10-2023,31-01-2022,DORMANT,17-02-2021,,0,0,0,0,"46330 - Wholesale of dairy products, eggs and edible oils and fats",,,,0,0,http://business.data.gov.uk/id/company/12411474,,,,,,,,,,,,,,,,,,,,,02-02-2023,19-01-2022
10 FBG UK LTD,13995924,,,FLAT 43 CHERWELL HOUSE,CHURCH STREET ESTATE,LONDON,,ENGLAND,NW8 8PT,Private Limited Company,Active,United Kingdom,,22-03-2022,31,3,22-12-2023,,NO ACCOUNTS FILED,19-04-2023,,0,0,0,0,"46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks",,,,0,0,http://business.data.gov.uk/id/company/13995924,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
10 HALL LANE DENTAL PRACTICE LIMITED,6649407,,,SUITE 1 CONCEPT HOUSE,23 BILLET LANE,HORNCHURCH,ESSEX,UNITED KINGDOM,RM11 1XP,Private Limited Company,Active,United Kingdom,,17-07-2008,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,14-08-2016,17-07-2015,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/06649407,,,,,,,,,,,,,,,,,,,,,31-07-2023,17-07-2022
10 MINUTE MEDICINE LTD,13611123,,,40 DORSET CLOSE,CAWSTON,RUGBY,,ENGLAND,CV22 7RB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,09-09-2021,30,9,09-06-2023,,NO ACCOUNTS FILED,07-10-2022,,0,0,0,0,85422 - Post-graduate level higher education,,,,0,0,http://business.data.gov.uk/id/company/13611123,,,,,,,,,,,,,,,,,,,,,22-09-2023,08-09-2022
10 RALEIGH CLOSE FREEHOLD LIMITED,6920674,,,NICHOLAS HOUSE,RIVER FRONT,ENFIELD,,,EN1 3FG,Private Limited Company,Active,United Kingdom,,01-06-2009,23,6,23-03-2023,23-06-2021,TOTAL EXEMPTION FULL,29-06-2017,01-06-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/06920674,,,,,,,,,,,,,,,,,,,,,15-06-2023,01-06-2022
10 YEARS YOUNGER LIMITED,12376627,,,261 NEWTON ROAD,LOWTON,WARRINGTON,GREATER MANCHESTER,UNITED KINGDOM,WA3 1LA,Private Limited Company,Active,United Kingdom,,23-12-2019,31,12,30-09-2023,31-12-2021,TOTAL EXEMPTION FULL,20-01-2021,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/12376627,,,,,,,,,,,,,,,,,,,,,09-04-2023,26-03-2022
"10,000 BLACK INTERNS FOUNDATION",13240146,,,10 NEW BURLINGTON STREET,,LONDON,,,W1S 3BE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,02-03-2021,31,12,30-09-2023,31-12-2021,SMALL,30-03-2022,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13240146,,,,,,,,,,,,,,,,,,,,,15-03-2023,01-03-2022
100 ACRE ESTATES LTD,13411167,,,48 HYLTON STREET,,BIRMINGHAM,,ENGLAND,B18 6HN,Private Limited Company,Active,United Kingdom,,20-05-2021,31,5,20-02-2023,,NO ACCOUNTS FILED,17-06-2022,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13411167,,,,,,,,,,,,,,,,,,,,,02-06-2023,19-05-2022
100% LITTLE HUMAN LTD,13607235,,,43 WESTGATE,HALE,ALTRINCHAM,,ENGLAND,WA15 9AY,Private Limited Company,Active,United Kingdom,,07-09-2021,30,9,07-06-2023,,NO ACCOUNTS FILED,05-10-2022,,0,0,0,0,46420 - Wholesale of clothing and footwear,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",,0,0,http://business.data.gov.uk/id/company/13607235,,,,,,,,,,,,,,,,,,,,,20-09-2023,06-09-2022
100% PERFORMANCE GUARANTEED LIMITED,3372872,,,HOWBURN COTTAGE 14A SOUTHSIDE,STAMFORDHAM,NEWCASTLE UPON TYNE,,,NE18 0PB,Private Limited Company,Active,United Kingdom,,19-05-1997,31,12,30-09-2023,31-12-2021,MICRO ENTITY,16-06-2017,19-05-2016,2,2,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/03372872,,,,,,,,,,,,,,,,,,,,,30-05-2023,16-05-2022
1000 INTERNATIONAL LTD,11956973,,,1B FIRST FLOOR,142 JOHNSON STREET,SOUTHALL,MIDDLESEX,,UB2 5FD,Private Limited Company,Active,United Kingdom,,23-04-2019,30,4,31-01-2023,30-04-2021,MICRO ENTITY,21-05-2020,,0,0,0,0,"46470 - Wholesale of furniture, carpets and lighting equipment",46499 - Wholesale of household goods (other than musical instruments) n.e.c.,46900 - Non-specialised wholesale trade,,0,0,http://business.data.gov.uk/id/company/11956973,,,,,,,,,,,,,,,,,,,,,28-06-2023,14-06-2022
1000 MARBLES LTD,11415183,,,11 ST QUENTIN RISE,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S17 4PR,Private Limited Company,Active,United Kingdom,,14-06-2018,30,6,31-03-2023,30-06-2021,MICRO ENTITY,12-07-2019,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11415183,,,,,,,,,,,,,,,,,,,,,27-06-2023,13-06-2022
1001 CURES LIMITED,9082603,,,FSTC HOUSE,9 CONYNGHAM ROAD,MANCHESTER,LANCS,,M14 5DX,Private Limited Company,Active,United Kingdom,,11-06-2014,30,6,31-03-2023,30-06-2021,DORMANT,09-07-2017,11-06-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09082603,,,,,,,,,,,,,,,,,,,,,25-06-2023,11-06-2022
1001 INVENTIONS (TRADING) LIMITED,6258514,,,11 WARWICK ROAD,OLD TRAFFORD,MANCHESTER,,,M16 0QQ,Private Limited Company,Active,United Kingdom,,24-05-2007,30,11,31-08-2023,30-11-2021,MICRO ENTITY,21-06-2017,24-05-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06258514,,,,,,,,,,,,,,,,,,,,,07-06-2023,24-05-2022
101 GROUP LIMITED,12976164,,,36 SOUTH STREET,TARRING,WORTHING,,ENGLAND,BN14 7LH,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,27-10-2020,31,10,31-07-2023,31-10-2021,DORMANT,24-11-2021,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/12976164,,,,,,,,,,,,,,,,,,,,,09-11-2022,26-10-2021
101 HARLEY STREET LIMITED,13459041,,,101 HARLEY STREET,,LONDON,,ENGLAND,W1G 6AH,Private Limited Company,Active,United Kingdom,,16-06-2021,30,6,31-03-2024,30-06-2022,MICRO ENTITY,14-07-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13459041,,,,,,,,,,,,,,,,,,,,,29-06-2023,15-06-2022
1011DIGITAL LIMITED,9942777,,,PROGRESS HOUSE,396 WILMSLOW ROAD,WITHINGTON,MANCHESTER,UNITED KINGDOM,M20 3BN,Private Limited Company,Active,United Kingdom,,08-01-2016,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,05-02-2017,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09942777,10-01-2019,TEACHING JOBS ABROAD LTD,,,,,,,,,,,,,,,,,,,20-01-2023,06-01-2022
1013 TRAINING LIMITED,NI649719,,,9 ELM HURST,MAGHERALIN,CRAIGAVON,,UNITED KINGDOM,BT67 0QH,Private Limited Company,Active,United Kingdom,,07-12-2017,31,12,31-12-2022,31-12-2020,MICRO ENTITY,04-01-2019,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/NI649719,,,,,,,,,,,,,,,,,,,,,20-12-2022,06-12-2021
102 MEDICAL LTD,11697743,,,7 ASHRIDGE CLOSE,,LONDON,,ENGLAND,N3 3BT,Private Limited Company,Active,United Kingdom,,26-11-2018,31,3,31-12-2022,31-03-2021,MICRO ENTITY,24-12-2019,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/11697743,12-10-2020,THE CLINIC & MEDISPA LTD,16-04-2019,THE REJUVENATION CLINIC & MEDISPA LTD,,,,,,,,,,,,,,,,,09-12-2022,25-11-2021
103 ALLERTON ROAD LTD,10988418,,,PENNY LANE BUSINESS CENTRE,374 SMITHDOWN ROAD,LIVERPOOL,,ENGLAND,L15 5AN,Private Limited Company,Active,United Kingdom,,29-09-2017,30,9,30-06-2023,30-09-2021,TOTAL EXEMPTION FULL,27-10-2018,,2,2,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/10988418,04-05-2018,125-127 ALLERTON ROAD LTD,,,,,,,,,,,,,,,,,,,10-02-2023,27-01-2022
105 LTD,14182868,,,23 BELMONT TERRACE,,LONDON,,ENGLAND,W4 5UN,Private Limited Company,Active,United Kingdom,,20-06-2022,30,6,20-03-2024,,NO ACCOUNTS FILED,18-07-2023,,0,0,0,0,46420 - Wholesale of clothing and footwear,73120 - Media representation services,,,0,0,http://business.data.gov.uk/id/company/14182868,,,,,,,,,,,,,,,,,,,,,03-07-2023,
106 BUSINESS SOLUTIONS LIMITED,10905688,,,86 - 90 PAUL STREET,3RD FLOOR,LONDON,,ENGLAND,EC2A 4NE,Private Limited Company,Active,United Kingdom,,08-08-2017,31,8,31-05-2023,31-08-2021,MICRO ENTITY,05-09-2018,,0,0,0,0,46310 - Wholesale of fruit and vegetables,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages",46900 - Non-specialised wholesale trade,69202 - Bookkeeping activities,0,0,http://business.data.gov.uk/id/company/10905688,,,,,,,,,,,,,,,,,,,,,20-07-2023,06-07-2022
1066 FIRST AID TRAINING LTD,7597240,,,29 CHURCH ROAD CHURCH ROAD,CATSFIELD,BATTLE,,ENGLAND,TN33 9DP,Private Limited Company,Active,United Kingdom,,08-04-2011,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,06-05-2017,08-04-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07597240,,,,,,,,,,,,,,,,,,,,,22-04-2023,08-04-2022
107 WESTERN ROAD LIMITED,9459381,,,2 BODICEA MEWS,,HOUNSLOW,MIDDLESEX,,TW4 5LB,Private Limited Company,Active,United Kingdom,,26-02-2015,28,2,30-11-2023,28-02-2022,DORMANT,26-03-2017,26-02-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/09459381,,,,,,,,,,,,,,,,,,,,,12-03-2023,26-02-2022
10797144 LTD,10797144,,,44 FOURTH AVENUE,,LONDON,,UNITED KINGDOM,E12 6DD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,01-06-2017,30,6,31-03-2023,30-06-2021,DORMANT,29-06-2018,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/10797144,15-01-2022,A & B PVT LTD,,,,,,,,,,,,,,,,,,,14-06-2022,31-05-2021
108 ALDERNEY STREET MANAGEMENT COMPANY LIMITED,5422721,,,FAIR OAK,ROGATE,PETERSFIELD,,ENGLAND,GU31 5HR,Private Limited Company,Active,United Kingdom,,12-04-2005,30,4,31-01-2024,30-04-2022,DORMANT,10-05-2017,12-04-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/05422721,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
108 DENTAL LIMITED,10492223,,,1A CITY GATE,185 DYKE ROAD,HOVE,,ENGLAND,BN3 1TL,Private Limited Company,Active,United Kingdom,,23-11-2016,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,21-12-2017,,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/10492223,,,,,,,,,,,,,,,,,,,,,06-12-2022,22-11-2021
108 HEALTHCARE LIMITED,11369329,,,108 COPPICE FARM WAY,,WILLENHALL,,ENGLAND,WV12 5YQ,Private Limited Company,Active,United Kingdom,,17-05-2018,31,5,28-02-2023,31-05-2021,DORMANT,14-06-2019,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/11369329,,,,,,,,,,,,,,,,,,,,,30-05-2023,16-05-2022
108 LETTINGS & PROPERTY MANAGEMENT LTD,11220974,,,29-31 FINEDON ROAD,,WELLINGBOROUGH,NORTHANTS,UNITED KINGDOM,NN8 4AS,Private Limited Company,Active,United Kingdom,,22-02-2018,31,5,28-02-2023,31-05-2021,MICRO ENTITY,22-03-2019,,0,0,0,0,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/11220974,,,,,,,,,,,,,,,,,,,,,07-03-2023,21-02-2022
109 TRAINING LTD,13976590,,,24 KIRKFIELD DRIVE,,LEEDS,,ENGLAND,LS15 9DR,Private Limited Company,Active,United Kingdom,,15-03-2022,31,3,15-12-2023,,NO ACCOUNTS FILED,12-04-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13976590,,,,,,,,,,,,,,,,,,,,,28-03-2023,
10BAR LTD,8461929,BURNINGHAM & BROWN SOLICITORS,,20 QUEEN SQUARE,,BATH,SOMERSET,,BA1 2HB,Private Limited Company,Active,United Kingdom,,26-03-2013,30,3,30-12-2023,31-03-2022,TOTAL EXEMPTION FULL,23-04-2017,26-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08461929,,,,,,,,,,,,,,,,,,,,,14-04-2023,31-03-2022
10CC BRIDGE LIMITED,11364458,,,10 CHURCH CRESCENT,,LONDON,,UNITED KINGDOM,N10 3ND,Private Limited Company,Active,United Kingdom,,16-05-2018,31,5,29-02-2024,31-05-2022,DORMANT,13-06-2019,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11364458,03-01-2019,THE TETRA BRIDGE ACADEMY LIMITED,,,,,,,,,,,,,,,,,,,29-05-2023,15-05-2022
10ENS LOCUM SERVICE LTD,SC638389,,,5 SOUTH CHARLOTTE STREET,,EDINBURGH,,SCOTLAND,EH2 4AN,Private Limited Company,Active,United Kingdom,,09-08-2019,31,8,31-05-2023,31-08-2021,MICRO ENTITY,06-09-2020,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC638389,,,,,,,,,,,,,,,,,,,,,22-08-2023,08-08-2022
10HOMES LTD,13129355,,,412 AIDAN HOUSE,SUNDERLAND ROAD,GATESHEAD,,UNITED KINGDOM,NE8 3HU,Private Limited Company,Active,United Kingdom,,12-01-2021,31,1,12-01-2023,,NO ACCOUNTS FILED,09-02-2022,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13129355,,,,,,,,,,,,,,,,,,,,,25-01-2023,11-01-2022
10K TEETH LIMITED,12846001,,,CHESTER HOUSE LLOYD DRIVE,CHESHIRE OAKS BUSINESS PARK,ELLESMERE PORT,CHESHIRE,UNITED KINGDOM,CH65 9HQ,Private Limited Company,Active,United Kingdom,,31-08-2020,31,3,31-12-2023,31-03-2022,MICRO ENTITY,28-09-2021,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/12846001,,,,,,,,,,,,,,,,,,,,,14-09-2023,31-08-2022
10STORE LTD,11030386,,,12-14 ROBERT STREET,,MANCHESTER,,ENGLAND,M3 1EY,Private Limited Company,Active,United Kingdom,,25-10-2017,31,10,31-07-2024,31-10-2022,DORMANT,22-11-2018,,0,0,0,0,46420 - Wholesale of clothing and footwear,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,47722 - Retail sale of leather goods in specialised stores,0,0,http://business.data.gov.uk/id/company/11030386,,,,,,,,,,,,,,,,,,,,,14-05-2023,30-04-2022
